age,annual_income,total_spend_12m,purchase_frequency,avg_basket_value,days_since_last_purchase,num_categories_bought,avg_discount_used_pct,num_returns,return_rate_pct,website_visits_monthly,app_usage_monthly,email_open_rate_pct,email_click_rate_pct,customer_tenure_months,num_support_tickets,loyalty_points,referral_count,social_media_engagement,preferred_channel,gender,region,cluster,persona
45,67312.15987576771,116.25757915963852,1,146.46122943054692,133,1,14.29184629749443,0,4.46426648856668,4,2,23.89883999384143,7.94467740230097,21,2,302.10062388744876,0,22.509178270234955,Mobile App,Other,North,2,Dormant / At-Risk
28,102696.86008295002,6430.349324431349,15,216.66537939026745,11,13,7.196271878514394,5,1.6687704051522678,38,12,89.4510754264079,0.8117804780157614,49,3,11633.811369707662,5,5.529331266557227,In-Store,Female,South,0,Premium Loyalists
50,41567.68325222694,153.6832760032389,0,122.19426683590319,99,1,15.380440138204614,0,3.6351681564156673,3,1,20.09902254082212,13.355414896320852,78,3,405.00643876881213,0,34.84399599644135,Online,Female,South,2,Dormant / At-Risk
22,50249.83061723241,914.7311845684717,9,182.57986824601429,25,7,22.847670898728246,3,1.3433022644424613,19,12,9.32422001201367,8.199597027293738,74,1,1416.6060027354013,4,29.51167418520172,In-Store,Male,South,1,Mid-Tier Regulars
32,31345.248596684356,376.78523794961416,8,62.85606771302897,11,2,29.47105575941848,0,4.287845879222795,11,1,36.01903498979184,15.005878737753541,23,3,1121.5447559670183,0,39.60438914752373,Online,Male,East,3,Budget Browsers
27,72278.93670151918,2022.2040222583037,12,137.02627227702118,49,8,9.591364433323385,1,1.3177023202744031,20,9,34.480435296511175,6.624424556391446,81,1,1969.4710597853134,0,24.30493100838917,Mobile App,Male,South,1,Mid-Tier Regulars
50,77746.16110909321,4760.617240650943,17,184.8275988721419,5,9,10.52211641461839,7,4.0686432602403775,23,16,54.258052569873335,6.116946598970756,3,2,8424.762625152101,11,24.665373641875643,Online,Male,East,0,Premium Loyalists
35,63462.18090118622,248.39306096087265,1,217.68942790358344,351,1,7.792072655484898,0,5.984733610595047,3,1,45.35385149869917,11.326700457734146,49,0,354.67271399701605,0,2.662903372646085,In-Store,Male,North,2,Dormant / At-Risk
36,111933.33928335509,3105.4535532346968,25,179.09684544711274,32,10,25.3161819424569,8,1.991451351648301,52,18,27.553380221360406,9.743584691768545,1,2,6313.564356569474,1,15.903613503236805,Online,Female,West,0,Premium Loyalists
42,49857.197734687645,36.90292192828166,0,115.06809553607322,162,1,14.66123125857956,0,1.1252918627503807,3,1,47.52888127296978,3.6789225677024855,16,2,275.03416893693657,0,2.517790805438949,Online,Female,South,2,Dormant / At-Risk
28,33408.0034060263,543.4489185672921,3,58.71407428377739,51,1,6.724938614514151,0,3.14279131347956,14,4,40.778537790177,8.43219467572887,13,3,741.804779119975,2,37.53182934842518,Mobile App,Female,Central,3,Budget Browsers
43,43329.51276899301,476.054427480389,4,89.51257826696998,133,2,17.504538004988447,0,3.074144847649723,12,4,54.78468452971569,11.839238072225935,49,2,512.3920050018221,2,12.274234141668353,In-Store,Male,South,3,Budget Browsers
59,38862.86514305919,49.1676633406185,0,165.67854371065022,678,1,30.869545690040752,0,5.835707402555111,4,5,23.012268036555085,13.505085424917299,45,1,223.40735290114105,0,32.192264445026225,Online,Male,South,2,Dormant / At-Risk
28,27791.113312379504,345.8042235176778,5,96.63437575423416,348,1,10.869095698931618,0,8.646170942609812,11,6,55.055245991758405,10.58867222911445,30,1,1089.3886190342755,2,22.162257639509264,Online,Male,East,3,Budget Browsers
38,43946.73582158861,662.3406168279053,5,70.36388032425027,5,1,12.070827210117356,1,4.804344896960848,6,5,26.41991561274038,12.920244587709387,64,0,1113.6414656865713,2,15.633137122347094,Online,Male,South,3,Budget Browsers
29,21760.344652416974,388.01443303658084,7,100.95659759122273,119,4,12.465998755657198,1,11.177476272106025,6,4,54.62449177998141,8.920125435072624,14,4,678.8106027947395,1,25.571756357106345,Online,Male,South,3,Budget Browsers
19,35745.45987601799,313.74282693289956,6,44.809282405596626,44,3,11.166645322621019,0,0.866733988399835,7,5,65.26028171788488,30.113490382676567,93,1,470.7191081141526,2,15.158018906860086,Online,Male,Central,3,Budget Browsers
55,118950.34528509114,3844.2835141118194,18,185.3839123641522,7,13,7.664507776246453,4,3.636818531690227,37,24,10.862723730964515,11.751183377772643,48,5,4769.341443486574,4,36.73740030577455,In-Store,Female,East,0,Premium Loyalists
38,115329.68293823762,4554.124946812372,11,192.96138290127757,4,14,16.864325437076204,5,2.452028684936979,41,23,20.881322299567966,4.3335122828645645,33,2,7515.471457329352,11,29.55031349980695,Online,Female,Central,0,Premium Loyalists
36,36113.73791194488,256.65757351121647,8,73.7494264464662,17,4,30.70732460721311,2,1.3659172242284836,10,6,43.96073568156886,8.933765131747494,57,1,554.371575905457,1,19.265227166216533,In-Store,Male,North,3,Budget Browsers
25,35821.687806720256,417.3514892876401,6,80.18565352123403,63,5,31.643258907448946,2,11.76900559600476,10,7,25.617710037456316,2.325214082014933,68,2,860.3025182769926,1,7.346743532744686,Mobile App,Female,North,3,Budget Browsers
33,76635.76312371393,2255.3154786888376,16,126.20380001328694,5,8,36.887800664777025,0,5.722536503851035,26,10,40.05230537008726,16.68222575807608,30,2,3174.1307035863338,6,2.9858970668620306,In-Store,Male,South,1,Mid-Tier Regulars
33,52051.218934877805,1121.5826207459963,7,137.85788175433578,105,6,11.588237932029193,2,5.606552245728203,25,9,39.42092058502317,4.7898633455674915,50,1,2289.8225186483824,3,35.29001589893196,In-Store,Female,South,1,Mid-Tier Regulars
38,32031.656159185746,312.3435015439227,4,112.57533333509068,129,1,16.338397229270143,0,4.8425186562197755,8,3,58.847215253338106,7.262315933903757,26,3,893.1413566242325,0,18.96016466337009,In-Store,Female,West,3,Budget Browsers
47,75558.10124742833,1649.994060209079,11,175.64994747459014,51,8,1.0255100674228996,1,1.584340865907904,23,10,33.871345016232596,8.685799944252754,7,3,2737.448655642289,1,27.202229876629968,Mobile App,Male,West,1,Mid-Tier Regulars
45,97747.3321690378,129.69766997381498,1,144.8700544361736,55,1,21.70677103845654,0,6.574801577564813,4,4,22.184075955307456,8.880260107321586,77,2,347.32218763862693,0,28.783604469834923,In-Store,Male,South,2,Dormant / At-Risk
45,56240.15848570643,107.40285140593035,0,143.47714292542517,89,1,9.990442312645948,0,6.564677070371479,4,0,38.13260764055364,4.551291703032188,32,4,330.89032174518593,0,19.007471402557915,In-Store,Male,East,2,Dormant / At-Risk
46,65824.36333676788,1829.151015086462,12,117.10538637785372,13,4,16.182747973683348,0,3.8479854299845777,23,16,52.9300551865789,12.215471668268382,7,2,4251.358541978849,1,33.66952901137281,In-Store,Male,North,1,Mid-Tier Regulars
39,146088.1776031698,6923.724586693019,19,221.1351961947417,50,12,32.75344134490723,5,6.9183925717526105,41,18,24.01563312884156,10.615874767731563,14,2,9801.478660546385,3,37.82554068482853,In-Store,Female,East,0,Premium Loyalists
19,30073.546299727306,422.5810143458939,4,59.44982218815115,101,1,13.807903039375423,1,1.7929506471440086,7,5,79.1383755480429,10.317316301276469,85,1,598.580499831419,0,25.593721371770545,Online,Female,North,3,Budget Browsers
25,39964.76896478243,2239.73248723605,10,63.229415198142455,31,7,25.6769319584978,3,7.501645711773832,30,8,30.75751178472041,6.710022650174643,70,4,2120.57789761636,4,4.0486886194271,Online,Male,South,1,Mid-Tier Regulars
58,62633.04301445845,81.99002723333365,1,129.4700073564693,212,1,36.59085981256708,0,4.154635018892245,3,2,4.146896890761329,10.816640143692592,59,3,222.19603715578256,0,45.90309195112031,Online,Female,North,2,Dormant / At-Risk
41,76702.7620360961,1533.9320568686057,9,155.74494599006655,9,5,9.584649771292632,1,3.091719887797339,26,12,35.87635094501731,9.007061049369533,78,3,2273.3256854024175,1,45.474899616373406,Mobile App,Female,South,1,Mid-Tier Regulars
52,55184.16137277127,189.9143610812933,1,181.35318304986893,87,1,16.10162564026775,0,3.9044642529805267,5,3,21.798360673434182,3.050758175400064,61,2,449.35075329100493,0,21.811928326325404,In-Store,Female,Central,2,Dormant / At-Risk
30,58191.030100070246,1183.691303682724,9,98.69181530035547,17,9,26.501130564600864,3,6.784628805168215,20,9,24.89713826544345,8.854882933435723,71,1,2557.3698560249577,4,47.56167440703172,In-Store,Male,South,1,Mid-Tier Regulars
26,62300.39855729541,1381.9746327484895,12,73.50401448629947,9,6,28.66388046204663,1,6.186722853054673,25,8,29.2629800542261,2.6895178817609415,3,4,3241.866499263781,3,30.145245817852224,Online,Male,West,1,Mid-Tier Regulars
18,43368.88941064754,375.81162326718254,3,36.3066367099113,45,3,28.261760784539597,0,9.237311810791162,10,2,25.221733481638342,12.109246687373547,54,2,918.59424988212,0,19.025330909530567,Mobile App,Male,South,3,Budget Browsers
41,66419.08213944841,2403.801751192628,10,129.78953111082748,38,7,26.395907130232168,3,1.7431369876300629,27,24,14.353801279967279,12.036198694152699,8,1,2444.149593239609,5,23.673177479755356,In-Store,Female,South,1,Mid-Tier Regulars
23,81155.14159495872,2155.146632238877,12,85.85391678828897,8,6,12.127837131477694,3,1.5815609252320129,19,10,59.18069102494465,2.221610651942376,82,1,3364.48124420752,2,27.87614428968021,Mobile App,Female,Central,1,Mid-Tier Regulars
44,112627.70807742167,3757.6994460025826,13,217.91684654760155,5,10,25.122658761364242,5,2.6962996860336164,56,14,36.5905071915069,8.40685639353958,14,2,7642.119536500732,4,34.95091632307104,Online,Female,West,0,Premium Loyalists
36,66536.11879559557,81.33461971855426,1,160.00059910566182,20,2,17.919025592237865,0,3.0968106124033223,1,0,47.242771802485095,9.82897821848287,80,3,298.3696308672228,0,10.469209387257758,Online,Male,East,3,Budget Browsers
26,33358.40906731943,217.5153819878807,2,116.6093960535974,4,1,3.8828746946102095,0,0.4735815470171873,9,9,36.172467550815924,8.790886019492948,35,1,928.8600783813465,3,18.72147283742467,In-Store,Male,West,3,Budget Browsers
57,54993.21554077833,175.0257080500824,3,149.57403646956556,16,1,9.718404558504554,0,5.842218214556684,2,2,68.96534053401444,12.041622004661647,50,1,368.81751420091274,0,29.302049588148098,Online,Female,South,2,Dormant / At-Risk
53,46734.85165799192,86.38802161843513,2,172.62050324014925,187,1,19.14464350050923,0,5.912267305370758,1,4,28.501771837733404,2.911730739324,84,0,222.87675483077203,0,47.63199739649171,Mobile App,Male,West,2,Dormant / At-Risk
46,162280.4232055674,4741.569856099423,23,195.22864368799847,27,9,17.598925311457126,4,2.2064538551654715,51,25,51.25836990247502,8.127566188675859,95,2,8088.399836696513,4,33.88990277361278,In-Store,Female,South,0,Premium Loyalists
35,37873.74393402073,366.8647467595781,3,74.94578045662396,92,3,29.974744665277136,3,2.811075571663547,16,6,19.451415138046066,19.14941680899773,43,1,660.4668975970652,0,63.76239555729592,In-Store,Female,South,3,Budget Browsers
35,52119.74084376762,96.66737126976128,1,144.08527595501008,25,1,4.260291234975351,0,8.528161954130004,2,2,32.687065190992705,4.011416634660177,38,1,236.7715697175786,0,15.201458215301292,Mobile App,Male,East,3,Budget Browsers
20,44018.10815688154,428.12253662890754,4,74.53766252457211,57,4,31.2688643726047,2,4.6143082934447595,9,5,57.79668266902366,11.224826529120119,57,2,728.9052754571558,2,16.285609468669747,Online,Female,South,3,Budget Browsers
40,64545.78755777839,2047.2007759844632,14,86.63520067544427,5,7,37.40550521459325,2,4.179455896624908,22,17,20.148413547575384,8.864742150725808,14,1,3646.07518378764,5,9.489617958003596,Mobile App,Male,North,1,Mid-Tier Regulars
54,138236.89529149618,4079.818374855918,21,226.28140377589384,9,12,22.77754272306948,0,10.537172843684694,33,24,42.39627986031456,7.354885754971418,66,2,7229.679055272253,6,34.76182940491155,In-Store,Male,South,0,Premium Loyalists
32,15273.347500814984,129.87069624359356,0,146.43918150992013,216,3,28.51986357935805,0,2.0576156800687255,3,0,40.01616176013072,4.976700375420313,91,0,287.9388598715628,0,22.482877683775545,In-Store,Female,Central,2,Dormant / At-Risk
24,96634.2103809855,1393.258160414719,10,128.73460973182176,58,4,10.689442374214712,3,2.824450050996892,27,12,24.754003362181397,14.007588557019085,90,1,1282.9617967519405,3,16.136823480894698,Mobile App,Female,West,1,Mid-Tier Regulars
44,77774.64915846536,2944.4495755866533,22,198.82078137117105,26,10,20.564787329939104,7,9.246771636003546,31,20,36.41188573477191,18.64488879922227,18,3,9531.621243311985,8,21.89761427705211,Online,Female,West,0,Premium Loyalists
42,67095.48367159514,1679.9323781621974,13,126.89681625306068,19,5,13.765321923239837,0,15.342142838861085,20,10,80.29994736131887,7.540964033219553,1,3,3293.228470869826,1,45.022757086226825,In-Store,Female,Central,1,Mid-Tier Regulars
43,68808.08835177809,600.8979219629188,5,122.40112437943743,5,9,26.490281587586566,2,8.727192134222362,17,11,53.72948973775681,1.2469612255496798,56,0,3501.577563645252,2,14.861225211079748,Online,Male,West,1,Mid-Tier Regulars
36,96093.1423358857,5237.123912481341,12,207.6615126702295,32,4,6.272286909990264,1,6.798841403750186,40,21,30.425309882195528,12.611172040173738,27,0,8623.979374392493,7,66.42866103629439,Mobile App,Female,East,0,Premium Loyalists
18,30660.005002995673,684.127692419584,4,65.18237166402841,17,3,28.72481512086728,1,4.764702926420178,12,6,28.43360866073168,14.316542124844341,8,1,857.8446839214571,1,49.38942335359939,Mobile App,Male,North,3,Budget Browsers
25,61026.080870291764,1245.5302833246267,14,148.17202221743133,25,5,13.515979232123067,1,4.550341443397821,21,13,53.15633327545805,4.082708514851112,87,2,2739.9031797155963,6,38.122014590560916,Online,Male,Central,1,Mid-Tier Regulars
18,41888.39319355398,506.9557028696529,10,81.76866140372788,58,4,16.378238305440362,0,5.282789267176051,8,5,61.802124707530716,6.094248627137466,41,4,1229.7074531434473,1,6.986256312534833,Online,Male,East,3,Budget Browsers
18,38321.46731085443,559.706821408997,10,84.9147099979634,141,1,25.022738018045235,1,6.419742196774087,2,5,47.82056544655777,6.739085428662718,12,2,1017.2106053843329,2,35.05698150771207,Online,Male,East,3,Budget Browsers
40,80462.8188018515,1555.758644049504,13,119.64759401092606,2,6,21.340985362980717,0,6.203961379954584,21,9,57.62575570881368,4.3483918892832545,72,1,3215.333244871144,0,11.255475269927832,Mobile App,Male,West,1,Mid-Tier Regulars
34,92440.44160547406,5706.266592376243,25,183.82631890553063,15,11,25.279102115298592,2,0.8507686137146396,46,17,42.61061628814612,13.182377544095598,81,0,11382.511708631606,2,33.57487346218395,Online,Male,Central,0,Premium Loyalists
39,130009.86315860845,4072.724240130219,23,165.8694298872555,9,12,20.798164585528887,5,3.394690909584361,53,20,22.752259356930445,21.21605680475202,68,2,4976.69256813155,4,6.360957865927343,Mobile App,Male,Central,0,Premium Loyalists
40,83857.71927462949,1438.001905266364,12,75.53353690720121,32,7,27.48832776268664,2,7.431428492555623,30,9,41.790211525221714,6.652198424184578,43,1,2900.588581478721,2,15.593690071967933,Mobile App,Male,East,1,Mid-Tier Regulars
63,60364.751455958336,158.7492167718581,1,124.39164163268842,200,2,8.55731223970492,0,1.1147010182698742,6,2,72.2322486797877,12.072984872952897,58,0,405.28168160253637,0,22.58515992184256,In-Store,Male,North,2,Dormant / At-Risk
36,40439.91150702751,248.80589019576178,8,58.39561848180346,33,2,12.008979983999417,1,3.6783630634034825,8,5,47.88149268847221,11.505364135002855,60,5,1162.6202569356594,0,22.241800614715203,In-Store,Male,South,3,Budget Browsers
49,56910.8987653213,205.6616009823117,0,194.9501335509818,532,1,27.42810399354874,0,6.70029209366045,4,0,49.87637198186206,5.376090609157926,87,0,361.5935454701787,0,17.795896088990936,Online,Male,East,2,Dormant / At-Risk
22,61357.36006842373,1757.6258290729052,8,137.33485266583048,76,8,36.9806140358642,1,7.65591065170712,24,10,25.302947495897115,12.404274658419654,74,4,2955.0586441426844,3,11.56970442448649,Online,Male,West,1,Mid-Tier Regulars
46,111566.99121342135,6808.530043422772,17,158.08645444661028,11,12,2.3757938949803723,3,3.12100399489952,41,16,65.22477330538486,10.715322653072077,4,1,8963.186030254683,6,28.18606976957847,Mobile App,Other,East,0,Premium Loyalists
38,88405.08567785169,1256.24293948867,7,125.61642972329165,24,6,19.043588711500142,3,2.92806166628041,25,13,51.974588138364275,3.5113364189569563,37,2,2525.267974496581,5,28.803951149866723,Mobile App,Male,West,1,Mid-Tier Regulars
45,147785.32642594923,5959.0976112204025,17,193.10601108274417,33,5,12.535842130267737,3,3.448333269949462,32,24,54.8067478518121,3.4781190168917244,32,0,10183.121683973732,2,16.628260341288794,Online,Male,South,0,Premium Loyalists
52,150955.33618405904,4014.4936677807327,22,246.88666305524595,1,12,35.13706674462752,5,11.732773524211218,39,19,47.80451421607131,17.969150821450995,61,1,9850.774014685558,5,51.08361643743302,Online,Male,West,0,Premium Loyalists
28,34188.55533138821,402.8481692793658,2,90.66715361829073,136,2,8.576498380785175,1,0.5187464088477916,10,3,35.06099782624522,18.28209591726849,2,3,1177.910524917685,1,15.41946308050581,In-Store,Male,South,3,Budget Browsers
